name;nodes;edges;edge_percentage;algorithm;k;independent_k;result;solution;elapsed_time;operations_count;solutions_count
graph_16_0.75.gml;16;90;0.75;brute_force;0.5;8;False;-1;0.007508993148803711;33709;12870
graph_16_0.75.gml;16;90;0.75;brute_force;0.75;12;False;-1;0.001999378204345703;5730;1820
graph_16_0.125.gml;16;15;0.125;brute_force;0.125;2;True;(11, 68):(100, 6);0.0;2;-1
graph_16_0.125.gml;16;15;0.125;brute_force;0.25;4;True;(11, 68):(99, 95):(100, 6):(30, 2);0.0;7;-1
graph_16_0.125.gml;16;15;0.125;brute_force;0.5;8;True;(11, 68):(99, 58):(41, 72):(100, 6):(63, 50):(99, 95):(64, 8):(30, 2);0.0;975;84
graph_16_0.125.gml;16;15;0.125;brute_force;0.75;12;False;-1;0.002094268798828125;11625;1820
graph_17_0.5.gml;17;68;0.5;brute_force;0.125;2;True;(11, 68):(51, 100);0.0;10;4
graph_17_0.5.gml;17;68;0.5;brute_force;0.25;4;True;(11, 68):(51, 100):(3, 1):(72, 79);0.0;827;382
graph_17_0.5.gml;17;68;0.5;brute_force;0.5;8;False;-1;0.012508392333984375;60768;24310
graph_17_0.5.gml;17;68;0.5;brute_force;0.75;12;False;-1;0.003505229949951172;12976;6188
graph_17_0.25.gml;17;34;0.25;brute_force;0.125;2;True;(11, 68):(100, 6);0.0010061264038085938;2;-1
graph_17_0.25.gml;17;34;0.25;brute_force;0.25;4;True;(11, 68):(99, 95):(51, 100):(100, 6);0.0;17;2
graph_17_0.25.gml;17;34;0.25;brute_force;0.5;8;True;(11, 68):(27, 93):(72, 79):(3, 1):(51, 100):(1, 100):(99, 95):(84, 31);0.006514072418212891;36120;7531
graph_17_0.25.gml;17;34;0.25;brute_force;0.75;12;False;-1;0.007513999938964844;28280;6188
graph_17_0.75.gml;17;102;0.75;brute_force;0.125;2;True;(11, 68):(72, 79);0.0;22;10
graph_17_0.75.gml;17;102;0.75;brute_force;0.25;4;False;-1;0.0009987354278564453;5409;2380
graph_17_0.75.gml;17;102;0.75;brute_force;0.5;8;False;-1;0.012016773223876953;53303;24310
graph_17_0.75.gml;17;102;0.75;brute_force;0.75;12;False;-1;0.002994060516357422;12653;6188
graph_17_0.125.gml;17;17;0.125;brute_force;0.125;2;True;(11, 68):(100, 6);0.0;2;-1
graph_17_0.125.gml;17;17;0.125;brute_force;0.25;4;True;(11, 68):(99, 95):(100, 6):(30, 2);0.0;7;-1
graph_17_0.125.gml;17;17;0.125;brute_force;0.5;8;True;(11, 68):(72, 79):(41, 72):(100, 6):(51, 100):(1, 100):(99, 95):(30, 2);0.00099945068359375;2327;350
graph_17_0.125.gml;17;17;0.125;brute_force;0.75;12;False;-1;0.006507396697998047;34591;6188
graph_18_0.5.gml;18;76;0.5;brute_force;0.125;2;True;(11, 68):(100, 6);0.0010018348693847656;2;-1
graph_18_0.5.gml;18;76;0.5;brute_force;0.25;4;True;(11, 68):(72, 79):(41, 72):(100, 6);0.0;387;99
graph_18_0.5.gml;18;76;0.5;brute_force;0.5;9;False;-1;0.032375335693359375;133055;48620
graph_18_0.5.gml;18;76;0.5;brute_force;0.75;13;False;-1;0.006514310836791992;23255;8568
graph_18_0.25.gml;18;38;0.25;brute_force;0.125;2;True;(11, 68):(100, 6);0.0;2;-1
graph_18_0.25.gml;18;38;0.25;brute_force;0.25;4;True;(11, 68):(30, 2):(51, 100):(100, 6);0.0;84;16
graph_18_0.25.gml;18;38;0.25;brute_force;0.5;9;False;-1;0.05879521369934082;240566;48620
graph_18_0.25.gml;18;38;0.25;brute_force;0.75;13;False;-1;0.015527486801147461;44463;8568
graph_18_0.75.gml;18;114;0.75;brute_force;0.125;2;True;(11, 68):(64, 8);0.00099945068359375;16;7
graph_18_0.75.gml;18;114;0.75;brute_force;0.25;4;False;-1;0.0030002593994140625;6830;3060
graph_18_0.75.gml;18;114;0.75;brute_force;0.5;9;False;-1;0.023056745529174805;102561;48620
